Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.34793853759766,135480400
2020-01-03,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.63483428955078,146322800
2020-01-06,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,73.21361541748047,118387200
2020-01-07,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.86927795410156,108872000
2020-01-08,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,74.04149627685547,132079200
2020-01-09,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.61418914794922,170108400
2020-01-10,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.78514099121094,140644800
2020-01-13,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.40423583984375,121532000
2020-01-14,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.3590316772461,161954400
2020-01-15,77.9625015258789,78.875,77.38749694824219,77.83499908447266,76.03179168701172,121923600
2020-01-16,78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.98418426513672,108829200
2020-01-17,79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.83647918701172,137816400
2020-01-21,79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.3089828491211,110843200
2020-01-22,79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.5849609375,101832400
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.9585952758789,104472000
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.73393249511719,146537600
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.4481430053711,161940000
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.5824966430664,162234000
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,79.20649719238281,216229200
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,79.09172058105469,126743200
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.58489227294922,199588400
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.37731170654297,173788400
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.86579132080078,136616400
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.50072479248047,118826800
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.41895294189453,105425600
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.33943176269531,117684000
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.71150970458984,109348800
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.23661041259766,94323200
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,80.09456634521484,113730400
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.52420043945312,94747600
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.54378509521484,80113600
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,78.08731079101562,152531200
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.21822357177734,93984000
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.40552520751953,100566000
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.63081359863281,129554000
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.9908218383789,222195200
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.5184555053711,230673600
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.63714599609375,198054800
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.95436096191406,320605600
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.9151840209961,426510000
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,73.14503479003906,341397200
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.82201385498047,319475600
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,74.10704803466797,219178400
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.70323944091797,187572800
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.75101470947266,226176800
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,65.15516662597656,286744800
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.84774017333984,285290000
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.42190551757812,255598800
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,60.76367950439453,418474000
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,68.04365539550781,370732000
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.29005432128906,322423600
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.89704513549805,324056000
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.38180160522461,300233600
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.919151306152344,271857200
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,56.11515808105469,401693200
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.923038482666016,336752800
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.43320846557617,287531200
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,60.10029983520508,303602000
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.26295471191406,252087200
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.64372634887695,204216800
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.37437057495117,167976400
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.24708938598633,197002000
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.97182846069336,176218400
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.95587158203125,165934000
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,59.09421920776367,129880000
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,64.24946594238281,201820400
